번호,면적,시도명,시군구명,용도,장소명,주소,최대수용인원,경도,위도,정좌표경도,정좌표위도,구분
3894,1165000000,서울특별시,서초구,학교,이수초등학교,서울특별시 서초구 방배천로4길 23(방배동),63,126.98461,37.47846,198638.9875,542113.8068,긴급
6423,1156000000,서울특별시,영등포구,교회,도림동성당,서울특별시 영등포구 도영로22길 22(도림동),58,126.90145,37.51053,191286.7705,545677.3519,안전
3895,1162000000,서울특별시,관악구,학교,신봉초등학교,서울특별시 관악구 양녕로6나길 1(봉천동),333,126.94927,37.48571,195513.4143,542919.347,안전
3896,1165000000,서울특별시,서초구,경로당,암산마을경로당,서울특별시 서초구 바우뫼로7길 84(우면동),38,127.02443,37.47352,202160.9432,541565.3758,안전
6419,1156000000,서울특별시,영등포구,관공서,당산2동주민센터,서울특별시 영등포구 당산로41가길 7(당산동4가),137,126.89726,37.531,190919.1718,547950.0576,안전
6424,1156000000,서울특별시,영등포구,교회,영도교회,서울특별시 영등포구 도신로29사길 6(도림동),200,126.90533,37.51003,191629.7215,545621.8657,안전
3897,1165000000,서울특별시,서초구,경로당,소동마을경로당,서울특별시 서초구 송동길 27(우면동),38,127.01711,37.46017,201513.4883,540084.0216,안전
6418,1156000000,서울특별시,영등포구,"연수,숙박",SL모텔,서울특별시 영등포구 당산로33길 3(당산동3가),15,126.89633,37.52706,190836.2918,547512.748,안전
6425,1156000000,서울특별시,영등포구,학교,당산중학교,서울특별시 영등포구 버드나루로 160(당산동),208,126.90758,37.53211,191831.1755,548072.2268,긴급
6442,1156000000,서울특별시,영등포구,경로당,구립당산2동경로당,서울특별시 영등포구 당산로48길 16(당산동6가),47,126.90401,37.53494,191516.2671,548386.7266,안전
6441,1156000000,서울특별시,영등포구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",영등포제2스포츠센터,서울특별시 영등포구 국회대로 615(당산동4가),213,126.90282,37.52649,191409.6571,547448.4022,긴급
6426,1156000000,서울특별시,영등포구,경로당,구립모랫말경로당,서울특별시 영등포구 도영로 41(도림동),68,126.89749,37.50971,190936.3361,545586.4259,안전
6427,1156000000,서울특별시,영등포구,관공서,도림동주민센터,서울특별시 영등포구 도영로7길 10(도림동),47,126.89589,37.50951,190795.0423,545564.8397,긴급
6428,1156000000,서울특별시,영등포구,교회,도림교회,서울특별시 영등포구 도영로 37(도림동),106,126.89715,37.51013,190906.2862,545633.6239,안전
6443,1156000000,서울특별시,영등포구,학교,서울영동초등학교,서울특별시 영등포구 국회대로53길 20(당산동),238,126.90765,37.52687,191837.0564,547490.2824,긴급
12219,1150000000,서울특별시,강서구,학교,삼정중학교,서울특별시 강서구 금낭화로 210(방화동),100,126.81075,37.58123,183283.3018,553535.9833,안전
12351,1154500000,서울특별시,금천구,학교,탑동초등학교,서울특별시 금천구 탑골로 47-3 (시흥동),346,126.91453,37.45273,192437.3613,539260.7057,안전
12220,1150000000,서울특별시,강서구,학교,송화초등학교,서울특별시 강서구 방화대로34길 2(마곡동),663,126.81754,37.5685,183880.7249,552122.4328,안전
12353,1154500000,서울특별시,금천구,마을회관,박미사랑마을회관,서울특별시 금천구 시흥대로12길 82(시흥동),63,126.90744,37.4403,191808.6602,537882.412,안전
12352,1154500000,서울특별시,금천구,학교,문일고등학교,서울특별시 금천구 시흥대로47길 45(시흥동),711,126.89825,37.44949,190996.5612,538903.4151,안전
12221,1154500000,서울특별시,금천구,관공서,금천노인종합복지관,서울특별시 금천구 시흥대로51길 93-32 (시흥동),103,126.89782,37.45017,190958.5998,538978.1489,안전
12350,1154500000,서울특별시,금천구,학교,시흥초등학교,서울특별시 금천구 금하로11길 40(시흥동),346,126.90424,37.45546,191527.4332,539564.6257,안전
12348,1154500000,서울특별시,금천구,학교,신흥초등학교,서울특별시 금천구 독산로36나길 21(시흥동),346,126.9087,37.45941,191922.1087,540003.3381,안전
12349,1154500000,서울특별시,금천구,학교,백산초등학교,서울특별시 금천구 시흥대로38길 78(시흥동),346,126.905,37.447,191594.0066,538626.2559,안전
12222,1154500000,서울특별시,금천구,관공서,청담종합사회복지관,서울특별시 금천구 금하로29길 36(시흥동),76,126.91375,37.45129,192368.0002,539101.4371,안전
10207,1153000000,서울특별시,구로구,학교,천왕중학교,서울특별시 구로구 천왕로 63(천왕동),290,126.83752,37.48261,185612.82,542591.42,안전
10206,1153000000,서울특별시,구로구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",온수어르신복지관,서울특별시 구로구 부일로9길 111(온수동),99,126.82329,37.49667,184373.2793,544149.5797,안전
12354,1154500000,서울특별시,금천구,관공서,금천문화원,서울특별시 금천구 시흥대로38길 61(시흥동),76,126.90454,37.44741,191553.2549,538671.4019,안전
12355,1154500000,서울특별시,금천구,관공서,남부여성발전센터,서울특별시 금천구 독산로50길 23(시흥동),88,126.90604,37.46326,191687.0887,540430.664,안전
12356,1154500000,서울특별시,금천구,관공서,시흥5동주민센터,서울특별시 금천구 금하로21길 20(시흥동),63,126.9083,37.45235,191886.3779,539219.8281,안전
10212,1154500000,서울특별시,금천구,관공서,가산종합사회복지관,서울특별시 금천구 가산로 129(가산동),65,126.89176,37.47687,190426.1471,541942.8843,긴급
10208,1153000000,서울특별시,구로구,학교,서울천왕초등학교,서울특별시 구로구 천왕로1길 11(천왕동),292,126.83676,37.48158,185562.011,542472.1463,안전
10216,1154500000,서울특별시,금천구,학교,문교초등학교,서울특별시 금천구 독산로54길 102(독산동),346,126.90868,37.46639,191921.7149,540778.0808,안전
10211,1154500000,서울특별시,금천구,관공서,가산동주민센터,서울특별시 금천구 가산로 129(가산동),51,126.89176,37.47687,190426.1471,541942.8843,긴급
10210,1154500000,서울특별시,금천구,경로당,두산(아) 경로당,"서울특별시 금천구 가산로 99(가산동, 두산위브아파트)",50,126.8936,37.47408,190588.4985,541632.5546,안전
9757,1147000000,서울특별시,양천구,학교,양목초등학교,서울특별시 양천구 목동로11길 30(신정동),91,126.86123,37.52369,187733.1005,547142.4952,안전
10215,1154500000,서울특별시,금천구,학교,안천중학교,서울특별시 금천구 한내로 69-44 (독산동),346,126.88772,37.45922,190066.3357,539983.8497,안전
10214,1154500000,서울특별시,금천구,학교,가산초등학교,서울특별시 금천구 남부순환로 1304-11 (독산동),192,126.89641,37.47795,190836.9987,542062.2635,안전
9758,1147000000,서울특별시,양천구,학교,목일중학교,서울특별시 양천구 목동동로8길 70(신정동),160,126.87431,37.51331,188887.5856,545988.6694,안전
10209,1153000000,서울특별시,구로구,학교,유한공업고등학교,서울특별시 구로구 경인로 8(항동),330,126.82398,37.48809,184432.4338,543197.2711,안전
10213,1154500000,서울특별시,금천구,학교,정심초등학교,서울특별시 금천구 독산로78다길 89(독산동),192,126.90846,37.47165,191902.5088,541361.1786,안전
9759,1147000000,서울특별시,양천구,학교,신서초등학교 체육관,서울특별시 양천구 목동서로10길 35(신정동),305,126.86242,37.52028,187837.2603,546763.4166,안전
9763,1147000000,서울특별시,양천구,학교,목동중학교 체육관,서울특별시 양천구 목동동로 172(신정동),238,126.87089,37.5201,188586.3297,546743.2627,안전
9760,1147000000,서울특별시,양천구,학교,남명초등학교,서울특별시 양천구 중앙로23길 3(신정동),229,126.85392,37.51539,187085.7328,546222.6421,안전
9761,1147000000,서울특별시,양천구,학교,신목고등학교,서울특별시 양천구 안양천로 739(신정동),767,126.87374,37.51261,188836.951,545910.6208,안전
9762,1147000000,서울특별시,양천구,학교,계남초등학교 체육관,서울특별시 양천구 목동동로2길 54(신정동),62,126.86094,37.5098,187704.7522,545600.7428,안전
10308,1154500000,서울특별시,금천구,관공서,금천종합복지타운,서울특별시 금천구 금하로 764(시흥동),181,126.91447,37.44967,192432.2316,538921.8894,안전
9780,1147000000,서울특별시,양천구,학교,양동중학교,서울특별시 양천구 목동중앙북로 49(목동),395,126.86935,37.54789,188454.7215,549827.8244,안전
10305,1154500000,서울특별시,금천구,관공서,시흥3동주민센터,서울특별시 금천구 시흥대로18길 40(시흥동),76,126.90583,37.44028,191666.1439,537879.8595,안전
9782,1147000000,서울특별시,양천구,학교,월촌초등학교 체육관,서울특별시 양천구 목동중앙로 132(목동),208,126.87619,37.54002,189057.7584,548953.0822,안전
9778,1147000000,서울특별시,양천구,학교,서울서정초등학교,서울특별시 양천구 목동로8길 19(목동),272,126.86752,37.52424,188288.8275,547203.0291,안전
9775,1147000000,서울특별시,양천구,학교,신서중학교 체육관,서울특별시 양천구 중앙로 206(신정동),331,126.85616,37.51566,187283.6051,546251.6912,안전
9776,1147000000,서울특별시,양천구,학교,목동초등학교 체육관,서울특별시 양천구 목동동로12길 12(신정동),312,126.87209,37.52248,188692.4066,547007.0699,안전
9781,1147000000,서울특별시,양천구,학교,영도초등학교,서울특별시 양천구 목동중앙로 70(목동),358,126.87145,37.53582,188638.2335,548487.9583,안전
10306,1154500000,서울특별시,금천구,관공서,시흥4동주민센터,서울특별시 금천구 독산로36길 14(시흥동),50,126.90618,37.45895,191698.9118,539952.0875,안전
10307,1154500000,서울특별시,금천구,관공서,시흥1동주민센터,서울특별시 금천구 시흥대로58길 36(시흥동),120,126.90327,37.45357,191441.2628,539355.3124,안전
9779,1147000000,서울특별시,양천구,학교,양화초등학교 체육관,서울특별시 양천구 목동중앙북로16길 57(목동),243,126.87454,37.54338,188912.8738,549326.3185,안전
10313,1156000000,서울특별시,영등포구,학교,영원중학교,서울특별시 영등포구 영등포로62길 31(영등포동),197,126.91373,37.51556,192373.2846,546234.4672,안전
10312,1156000000,서울특별시,영등포구,학교,서울영원초등학교,서울특별시 영등포구 도영로22길 31(영등포동),227,126.90233,37.51071,191365.0751,545697.5066,안전
10310,1154500000,서울특별시,금천구,교회,예향교회,서울특별시 금천구 금하로21길 9(시흥동),63,126.90798,37.45193,191858.1389,539172.6709,안전
10309,1154500000,서울특별시,금천구,교회,시흥감리교회,서울특별시 금천구 금하로23나길 9(시흥동),69,126.90937,37.45225,191980.8171,539208.8567,안전
10311,1154500000,서울특별시,금천구,기타시설,하누리주간보호센터,서울특별시 금천구 시흥대로2길 57(시흥동),50,126.90643,37.43524,191718.4576,537320.368,안전
10318,1156000000,서울특별시,영등포구,"연수,숙박",하이서울유스호스텔,서울특별시 영등포구 영신로 200(영등포동7가),330,126.90344,37.5256,191464.3653,547349.5147,긴급
10316,1156000000,서울특별시,영등포구,관공서,영등포동주민센터,서울특별시 영등포구 영등포로53길 22(영등포동2가),129,126.91064,37.52031,192100.2189,546762.4499,긴급
10323,1156000000,서울특별시,영등포구,관공서,여의동주민센터,서울특별시 영등포구 국제금융로 124(여의도동),54,126.93451,37.51765,194210.7721,546464.7304,안전
10314,1156000000,서울특별시,영등포구,경로당,구립영등포본동경로당,서울특별시 영등포구 영신로9나길 7(영등포동),112,126.90668,37.51295,191749.7242,545946.0544,안전
10320,1156000000,서울특별시,영등포구,학교,여의도고등학교,서울특별시 영등포구 국제금융로7길 37(여의도동),379,126.93412,37.52506,194176.5079,547287.3494,긴급
10315,1156000000,서울특별시,영등포구,관공서,영등포본동주민센터,서울특별시 영등포구 신길로61길 17(영등포동),29,126.90939,37.51471,191989.592,546140.7982,안전
10317,1156000000,서울특별시,영등포구,학교,서울영중초등학교,서울특별시 영등포구 양산로 185(영등포동7가),76,126.90396,37.52381,191510.6908,547151.2966,긴급
10322,1156000000,서울특별시,영등포구,경로당,구립시범(아)경로당,"서울특별시 영등포구 63로 45(여의도동, 여의도시범아파트)",63,126.93702,37.52058,194432.873,546789.6278,긴급
10319,1156000000,서울특별시,영등포구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",영등포동주민자치회관,서울특별시 영등포구 국회대로44길 4(영등포동7가),75,126.90361,37.52538,191479.4212,547325.719,긴급
10321,1156000000,서울특별시,영등포구,학교,서울윤중초등학교,서울특별시 영등포구 여의나루로2길 14(여의도동),265,126.92289,37.5198,193183.5783,546704.1031,긴급
10324,1156000000,서울특별시,영등포구,경로당,구립당산3가경로당,서울특별시 영등포구 당산로29길 9(당산동3가),51,126.89395,37.52603,190625.7699,547398.3179,안전
9804,1147000000,서울특별시,양천구,학교,갈산초등학교,서울특별시 양천구 목동로 31(신정동),254,126.86963,37.51145,188473.6196,545782.9257,안전
9803,1147000000,서울특별시,양천구,학교,금옥중학교 체육관,서울특별시 양천구 신정로 213(신정동),222,126.84385,37.51065,186193.8644,545697.8386,안전
9805,1147000000,서울특별시,양천구,학교,신목초등학교 체육관,서울특별시 양천구 신목로5길 11-6 (신정동),254,126.87328,37.51698,188796.7838,546396.0868,안전
10325,1156000000,서울특별시,영등포구,관공서,당산1동주민센터,서울특별시 영등포구 양산로23길 11(당산동3가),67,126.89731,37.52501,190922.4437,547285.1586,안전
9802,1147000000,서울특별시,양천구,경로당,강월경로당,서울특별시 양천구 남부순환로82길 29(신월동),14,126.83645,37.51552,185540.5633,546238.6452,안전
9812,1147000000,서울특별시,양천구,경로당,갈산경로당,서울특별시 양천구 목동남로 90(신정동),69,126.86902,37.51098,188419.7794,545730.3092,안전
9813,1147000000,서울특별시,양천구,경로당,오금경로당,서울특별시 양천구 목동남로2길 50-5 (신정동),42,126.8638,37.50634,187957.6158,545216.4993,안전
9808,1147000000,서울특별시,양천구,학교,서울은정초등학교,서울특별시 양천구 목동남로 85(신정동),103,126.86726,37.51138,188264.517,545774.8707,안전
9807,1147000000,서울특별시,양천구,학교,서울지향초등학교,서울특별시 양천구 신정로11길 74(신정동),250,126.83716,37.51324,185603.5124,545985.9512,안전
9810,1147000000,서울특별시,양천구,학교,서울장수초등학교,서울특별시 양천구 신정로13가길 30(신정동),184,126.84494,37.51278,186290.9195,545933.619,안전
9806,1147000000,서울특별시,양천구,학교,신서고등학교,서울특별시 양천구 은행정로 42(신정동),1148,126.85994,37.52383,187618.7921,547158.2861,긴급
9814,1147000000,서울특별시,양천구,경로당,단산경로당,서울특별시 양천구 신목로 58-12 (신정동),89,126.87398,37.52014,188859.6303,546747.0763,안전
9815,1147000000,서울특별시,양천구,관공서,신정4동주민센터,서울특별시 양천구 오목로34길 5(신정동),325,126.85582,37.52464,187255.3503,547248.6044,안전
9811,1147000000,서울특별시,양천구,경로당,목동2차우성아파트1단지경로당,"서울특별시 양천구 목동남로4길 6-46 (신정동, 목동2차우성아파트)",65,126.86521,37.50656,188082.071,545240.2613,안전
9816,1147000000,서울특별시,양천구,관공서,신정3동넒은들민원센터,서울특별시 양천구 남부순환로88길 5-7 (신정동),143,126.84152,37.51144,185988.6683,545785.2338,안전
9809,1147000000,서울특별시,양천구,학교,서울신은초등학교,서울특별시 양천구 신정이펜2로 30(신정동),250,126.83189,37.51408,185137.8354,546079.8656,안전
9818,1147000000,서울특별시,양천구,관공서,해누리타운(양천구청 별관),서울특별시 양천구 목동동로 81(신정동),152,126.86382,37.51604,187960.8389,546292.5724,안전
9821,1147000000,서울특별시,양천구,관공서,신정2동주민센터,서울특별시 양천구 목동동로 154(신정동),46,126.87055,37.51924,188555.8068,546647.9263,안전
9817,1147000000,서울특별시,양천구,관공서,양천구청 본관,서울특별시 양천구 목동동로 105(신정동),135,126.86663,37.51698,188209.4302,546397.4847,안전
9820,1147000000,서울특별시,양천구,관공서,신정1동주민센터,서울특별시 양천구 중앙로32길 1(신정동),53,126.85422,37.51859,187112.0994,546576.8973,안전
9819,1147000000,서울특별시,양천구,관공서,신정7동주민센터,서울특별시 양천구 목동동로 37(신정동),378,126.85964,37.5144,187590.7264,546111.1054,안전
9829,1147000000,서울특별시,양천구,학교,서울경인초등학교,서울특별시 양천구 안양천로 1009(목동),242,126.88626,37.53312,189946.6709,548185.6841,안전
9823,1147000000,서울특별시,양천구,기타시설,양천어르신종합복지관,서울특별시 양천구 목동로3길 106(신정동),46,126.85862,37.51043,187499.8092,545671.4176,안전
9828,1147000000,서울특별시,양천구,학교,정목초등학교 체육관,서울특별시 양천구 목동중앙로3길 30-10 (목동),46,126.87006,37.53652,188515.6179,548565.0614,안전
9830,1147000000,서울특별시,양천구,학교,신목중학교,서울특별시 양천구 목동중앙로 88(목동),282,126.87317,37.53683,188790.0312,548599.4405,안전
9831,1147000000,서울특별시,양천구,경로당,새말어르신사랑방,서울특별시 양천구 목동중앙본로2길 13-11 (목동),51,126.87011,37.5398,188520.8031,548928.9907,안전
9822,1147000000,서울특별시,양천구,기타시설,신정종합사회복지관,서울특별시 양천구 신정중앙로 80(신정동),55,126.86049,37.52649,187668.361,547453.8408,안전
9832,1147000000,서울특별시,양천구,경로당,용왕어르신사랑방,서울특별시 양천구 목동중앙북로24길 1-31 (목동),36,126.87982,37.54619,189379.5992,549637.0617,안전
9824,1147000000,서울특별시,양천구,기타시설,신목종합사회복지관,"서울특별시 양천구 신목로 5(신정동, 목동삼성아파트)",68,126.8765,37.51693,189082.1143,546390.3855,안전
9827,1147000000,서울특별시,양천구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",갈산문화예술센터,서울특별시 양천구 목동남로 106-23 (신정동),38,126.87071,37.51042,188569.3248,545668.3356,안전
9826,1147000000,서울특별시,양천구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",양천구민체육센터,서울특별시 양천구 목동동로 87(신정동),247,126.86439,37.51654,188010.8453,546348.9906,안전
9825,1147000000,서울특별시,양천구,"연수,숙박",모카호텔,서울특별시 양천구 목동로 229(신정동),10,126.86362,37.52906,187945.5976,547737.8307,안전
9836,1147000000,서울특별시,양천구,관공서,목2동주민센터,서울특별시 양천구 목동중앙본로 120(목동),108,126.87164,37.54613,188657.0492,549631.2764,긴급
9837,1147000000,서울특별시,양천구,관공서,목4동주민센터,서울특별시 양천구 목동중앙로 25(목동),207,126.86834,37.53238,188362.9142,548106.2997,안전
9833,1147000000,서울특별시,양천구,경로당,청산어르신사랑방,서울특별시 양천구 목동중앙남로3가길 68(목동),37,126.86458,37.53854,188031.1121,548790.7245,안전
9834,1147000000,서울특별시,양천구,관공서,목5동주민센터,서울특별시 양천구 목동서로 41(목동),180,126.88174,37.53719,189547.6562,548637.8106,안전
9835,1147000000,서울특별시,양천구,관공서,목동보건지소,서울특별시 양천구 목동중앙본로7가길 11(목동),250,126.86698,37.5401,188243.486,548963.0111,안전
9838,1147000000,서울특별시,양천구,관공서,목1동주민센터,서울특별시 양천구 목동서로 192(목동),10,126.87114,37.53039,188610.3441,547884.7981,안전
9842,1147000000,서울특별시,양천구,학교,양강초등학교 체육관,서울특별시 양천구 오목로 101(신월동),236,126.84859,37.52415,186615.6861,547195.1965,안전
9840,1147000000,서울특별시,양천구,기타시설,목동종합사회복지관,서울특별시 양천구 목동중앙북로8길 104(목동),71,126.86633,37.54427,188186.914,549425.4368,안전
9844,1147000000,서울특별시,양천구,학교,강월초등학교 체육관,서울특별시 양천구 신월로 97(신월동),306,126.83473,37.5159,185388.6128,546281.3325,안전
9846,1147000000,서울특별시,양천구,학교,양원초등학교,서울특별시 양천구 화곡로 16(신월동),255,126.82304,37.53865,184360.5434,548808.5349,안전
9848,1147000000,서울특별시,양천구,학교,신월중학교,서울특별시 양천구 남부순환로29길 25(신월동),278,126.82887,37.54103,184876.0783,549071.573,안전
9843,1147000000,서울특별시,양천구,학교,강서초등학교 체육관,서울특별시 양천구 오목로 31(신월동),255,126.84006,37.52201,185861.2523,546959.164,안전
9839,1147000000,서울특별시,양천구,관공서,목3동주민센터,서울특별시 양천구 목동중앙남로16나길 55(목동),48,126.8644,37.54478,188016.9633,549483.2542,안전
9847,1147000000,서울특별시,양천구,학교,신남초등학교,서울특별시 양천구 남부순환로83길 44(신월동),75,126.84425,37.51604,186230.695,546296.2077,안전
9845,1147000000,서울특별시,양천구,학교,양강중학교 체육관,서울특별시 양천구 중앙로 319(신월동),263,126.85032,37.52444,186768.5773,547227.5823,안전
9841,1147000000,서울특별시,양천구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",목동문화체육센터,서울특별시 양천구 목동중앙본로 73(목동),238,126.86905,37.54279,188427.0034,549261.6756,안전
9853,1147000000,서울특별시,양천구,학교,서울신원초등학교,서울특별시 양천구 남부순환로58길 32(신월동),223,126.83053,37.52929,185020.382,547768.5756,안전
9849,1147000000,서울특별시,양천구,학교,신화중학교,서울특별시 양천구 남부순환로29길 35(신월동),227,126.83004,37.54069,184979.3419,549033.8695,안전
9850,1147000000,서울특별시,양천구,학교,강신초등학교 교사시설,서울특별시 양천구 월정로 280(신월동),46,126.82945,37.54254,184927.4404,549239.0554,안전
9851,1147000000,서울특별시,양천구,학교,양천중학교,서울특별시 양천구 지양로7길 32(신월동),300,126.83062,37.51952,185026.0023,546684.4471,안전
9852,1147000000,서울특별시,양천구,학교,강신중학교,서울특별시 양천구 남부순환로 604(신월동),360,126.83891,37.51524,185758.4937,546208.0117,안전
9895,1147000000,서울특별시,양천구,경로당,태양 경로당,서울특별시 양천구 오목로3길 34(신월동),38,126.83851,37.52428,185724.8272,547211.3175,안전
9854,1147000000,서울특별시,양천구,경로당,신대어르신사랑방,서울특별시 양천구 곰달래로1길 37(신월동),68,126.83132,37.53264,185091.1303,548139.6848,안전
9855,1147000000,서울특별시,양천구,경로당,곰달래어르신사랑방,서울특별시 양천구 남부순환로63길 16-4 (신월동),50,126.83481,37.52861,185398.84,547692.6846,안전
9880,1147000000,서울특별시,양천구,학교,영도중학교,서울특별시 양천구 목동중앙남로 27(목동),237,126.86598,37.53589,188155.3783,548496.2017,안전
9881,1147000000,서울특별시,양천구,학교,목운초등학교,서울특별시 양천구 목동동로 235(목동),454,126.87303,37.52684,188776.5576,547490.6806,안전
9882,1147000000,서울특별시,양천구,학교,월촌중학교,서울특별시 양천구 목동서로 31(목동),359,126.8832,37.53786,189677.3012,548712.1237,안전
9889,1150000000,서울특별시,강서구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",등촌7복지관,"서울특별시 강서구 공항대로43길 104(등촌동, 등촌주공7,8단지아파트)",53,126.85177,37.56086,186903.5983,551268.8045,안전
9897,1147000000,서울특별시,양천구,경로당,월성경로당,서울특별시 양천구 곰달래로11길 24(신월동),38,126.83579,37.53205,185486.0938,548073.5439,안전
9890,1150000000,서울특별시,강서구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",등촌9종합사회복지관(푸른),"서울특별시 강서구 화곡로63가길 92(등촌동, 등촌9단지주공아파트)",53,126.84966,37.56159,186717.4184,551350.8177,안전
9896,1147000000,서울특별시,양천구,경로당,지양경로당,서울특별시 양천구 지양로17길 15(신월동),56,126.82822,37.52266,184814.7353,547032.4288,안전
9888,1150000000,서울특별시,강서구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",등촌1복지관,"서울특별시 강서구 강서로68길 36(등촌동, 등촌주공1,2단지아파트)",80,126.84251,37.56499,186086.2526,551728.5934,안전
9899,1147000000,서울특별시,양천구,관공서,신월6동주민센터,서울특별시 양천구 남부순환로 609(신월동),210,126.84095,37.51455,185938.7601,546130.6995,안전
9900,1147000000,서울특별시,양천구,관공서,신월5동주민센터,서울특별시 양천구 화곡로4길 10(신월동),58,126.82719,37.53858,184726.6552,548799.9561,안전
9898,1147000000,서울특별시,양천구,관공서,신월4동주민센터,서울특별시 양천구 오목로5길 34(신월동),89,126.84008,37.52471,185863.493,547258.5568,안전
9901,1147000000,서울특별시,양천구,관공서,신월보건지소,서울특별시 양천구 남부순환로 407(신월동),62,126.83207,37.5323,185156.8437,548102.6037,안전
9902,1147000000,서울특별시,양천구,관공서,신월2동주민센터,서울특별시 양천구 중앙로53길 47(신월동),67,126.84463,37.52503,186266.279,547293.6298,안전
9909,1150000000,서울특별시,강서구,학교,염경중학교,서울특별시 강서구 양천로69길 35(염창동),265,126.87068,37.5545,188573.4882,550560.3649,안전
9903,1147000000,서울특별시,양천구,관공서,신월1동주민센터,서울특별시 양천구 곰달래로1길 38(신월동),60,126.83153,37.53279,185109.1266,548156.3385,안전
9906,1147000000,서울특별시,양천구,기타시설,한빛종합사회복지관,서울특별시 양천구 신월로11길 16(신월동),112,126.84024,37.51906,185876.3407,546631.934,안전
9905,1147000000,서울특별시,양천구,관공서,신월7동주민센터,서울특별시 양천구 남부순환로70길 16-3 (신월동),64,126.83473,37.52193,185389.8543,546951.3141,안전
9904,1147000000,서울특별시,양천구,관공서,신월3동주민센터,서울특별시 양천구 남부순환로54길 5(신월동),44,126.82918,37.53376,184901.5926,548264.2948,안전
9910,1150000000,서울특별시,강서구,경로당,염창강변 경로당,서울특별시 강서구 양천로77길 58-25 (염창동),44,126.87586,37.55156,189030.309,550234.2958,안전
9907,1147000000,서울특별시,양천구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",서부여성발전센터,서울특별시 양천구 남부순환로 371(신월동),115,126.82998,37.53424,184972.6836,548318.296,안전
9911,1150000000,서울특별시,강서구,"연수,숙박",JK블라썸 호텔,서울특별시 강서구 양천로65길 41-22 (염창동),672,126.86761,37.55684,188302.1566,550821.148,안전
9912,1150000000,서울특별시,강서구,학교,등촌초등학교,서울특별시 강서구 등촌로39길 71(등촌동),1038,126.85837,37.54764,187484.1466,549801.2741,안전
9913,1150000000,서울특별시,강서구,학교,백석초등학교,서울특별시 강서구 공항대로 491(등촌동),825,126.86204,37.55325,187809.0619,550423.4232,안전
9908,1150000000,서울특별시,강서구,학교,염경초등학교,서울특별시 강서구 양천로69길 49(염창동),3846,126.87124,37.55477,188622.1918,550591.1361,안전
9917,1150000000,서울특별시,강서구,학교,등마초등학교,서울특별시 강서구 등촌로35길 12(등촌동),249,126.86162,37.54192,187770.7052,549166.1635,안전
9916,1150000000,서울특별시,강서구,학교,등촌중학교,서울특별시 강서구 공항대로 484-12 (등촌동),888,126.8594,37.55246,187576.3435,550336.1249,안전
9915,1150000000,서울특별시,강서구,학교,백석중학교,서울특별시 강서구 등촌로51나길 35(등촌동),230,126.8593,37.54819,187566.7974,549861.9061,안전
9914,1150000000,서울특별시,강서구,학교,등현초등학교,서울특별시 강서구 화곡로65길 124(등촌동),761,126.84776,37.5613,186549.2973,551317.9683,안전
9918,1150000000,서울특별시,강서구,경로당,등촌경로당,서울특별시 강서구 화곡로66길 186-12 (등촌동),54,126.86242,37.55376,187842.8064,550479.9123,안전
9920,1150000000,서울특별시,강서구,경로당,능안경로당,서울특별시 강서구 등촌로39마길 3(등촌동),23,126.86005,37.54648,187632.4586,549672.2401,긴급
9922,1150000000,서울특별시,강서구,학교,신월초등학교,서울특별시 강서구 강서로31길 48(화곡동),1269,126.83911,37.54,185781.2071,548955.4518,안전
9921,1150000000,서울특별시,강서구,학교,등서초등학교,서울특별시 강서구 화곡로58길 86(화곡동),571,126.85497,37.55177,187184.5976,550259.4422,안전
9923,1150000000,서울특별시,강서구,학교,화원중학교,서울특별시 강서구 강서로17나길 86(화곡동),634,126.84257,37.53672,186085.7317,548590.7875,안전
9926,1150000000,서울특별시,강서구,학교,신곡초등학교,서울특별시 강서구 등촌로13자길 42-14 (화곡동),1192,126.85584,37.53869,187258.8848,548808.2121,안전
9929,1150000000,서울특별시,강서구,경로당,구립예촌 경로당,서울특별시 강서구 곰달래로 83-1 (화곡동),144,126.84213,37.53043,186045.5701,547892.8319,안전
9919,1150000000,서울특별시,강서구,경로당,등서경로당,서울특별시 강서구 화곡로68길 8(등촌동),32,126.85462,37.55916,187154.7974,551080.3798,안전
